"","date","cod_ine","CCAA","cum_cases","cases","cum_deaths","deaths","population","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"11","2020/03/08",8,"Castilla-La Mancha",15,0,0,0,2035505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020/03/09",8,"Castilla-La Mancha",26,11,0,0,2035505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020/03/10",8,"Castilla-La Mancha",39,13,0,0,2035505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020/03/11",8,"Castilla-La Mancha",71,32,0,0,2035505,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020/03/12",8,"Castilla-La Mancha",115,44,1,1,2035505,400,832.816815359235,142.440478107759,4869.28896307402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020/03/13",8,"Castilla-La Mancha",194,79,5,4,2035505,2000,4804.46109178134,3692.56764045432,6251.16413022584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020/03/14",8,"Castilla-La Mancha",289,95,6,1,2035505,2400,5584.21087194132,4378.0541141341,7122.66460152588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020/03/15",8,"Castilla-La Mancha",401,112,10,4,2035505,4000,8229.49273808587,7140.87189888462,9484.07304950905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020/03/16",8,"Castilla-La Mancha",567,166,17,7,2035505,6800,12811.1083416586,11807.8597029369,13899.5974775084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020/03/17",8,"Castilla-La Mancha",567,0,17,0,2035505,6800,8525.60804530995,7766.29466445053,9359.1597644327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020/03/18",8,"Castilla-La Mancha",675,108,28,11,2035505,11200,11716.5077432636,11087.9774518544,12380.6667441408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020/03/19",8,"Castilla-La Mancha",801,126,42,14,2035505,16800,15567.934953963,15016.3748676724,16139.7541594797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020/03/20",8,"Castilla-La Mancha",1044,243,42,0,2035505,16800,15772.8472225782,15172.5066204429,16396.941898288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020/03/21",8,"Castilla-La Mancha",1423,379,84,42,2035505,33600,34083.5443809231,33492.0603729829,34685.4742476059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020/03/22",8,"Castilla-La Mancha",1819,396,112,28,2035505,44800,46020.5592790156,45413.2840741838,46635.955085163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020/03/23",8,"Castilla-La Mancha",2078,259,145,33,2035505,58000,53499.6229378054,52935.3730283595,54069.8873124774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020/03/24",8,"Castilla-La Mancha",2465,387,216,71,2035505,86400,74540.6669412568,74007.3977392866,75077.7786785743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020/03/25",8,"Castilla-La Mancha",2780,315,263,47,2035505,105200,81798.9523618535,81283.8347807453,82317.3343819869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020/03/26",8,"Castilla-La Mancha",3383,603,316,53,2035505,126400,97087.0061101662,96541.3739338268,97635.7220884002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020/03/27",8,"Castilla-La Mancha",3934,551,367,51,2035505,146800,107832.076757602,107271.788984897,108395.290951048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020/03/28",8,"Castilla-La Mancha",4512,578,448,81,2035505,179200,125127.65293497,124554.544611027,125703.398281528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020/03/29",8,"Castilla-La Mancha",5246,734,539,91,2035505,215600,146214.824779395,145612.660569218,146819.479169578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020/03/30",8,"Castilla-La Mancha",5858,612,622,83,2035505,248800,158570.000379594,157958.556325028,159183.811281773,31,3.41935483870968,95.4516129032258,4650,0.0358229131463332,0.0291266199374989,0.0425192063551675,0.00669629320883428,0.03963133640553,0.02,72917.718823927,59287.3805158788,86548.0571319752,13630.3383080482,80669.7834101382,46400.7591397849,66361.5462157302,94978.0206045463,14308.2371944081,37668.7751815493,55132.7430980206,8731.9839582357
"34","2020/03/31",8,"Castilla-La Mancha",6424,566,708,86,2035505,283200,167838.427353027,167225.279591928,168453.82328006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020/04/01",8,"Castilla-La Mancha",7047,623,774,66,2035505,309600,172339.957567346,171726.312957289,172955.794967203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020/04/02",8,"Castilla-La Mancha",7682,635,854,80,2035505,341600,179386.057920365,178769.14464352,180005.100099218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020/04/03",8,"Castilla-La Mancha",8523,841,916,62,2035505,366400,186608.926566479,185978.733612228,187241.254943162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020/04/04",8,"Castilla-La Mancha",9324,801,989,73,2035505,395600,194282.713244348,193642.373610835,194925.17036299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020/04/05",8,"Castilla-La Mancha",10031,707,1055,66,2035505,422000,197770.314371274,197130.201289772,198412.506001645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020/04/06",8,"Castilla-La Mancha",10602,571,1132,77,2035505,452800,200141.219670058,199507.806658465,200776.643690894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020/04/07",8,"Castilla-La Mancha",11077,475,1177,45,2035505,470800,195343.137590298,194728.881840268,195959.330958019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020/04/08",8,"Castilla-La Mancha",11788,711,1255,78,2035505,502000,200709.109543085,200091.02132124,201329.107061246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020/04/09",8,"Castilla-La Mancha",12489,701,1322,67,2035505,528800,204352.967433678,203733.219865986,204974.600246436,39,6.05128205128205,63.1025641025641,5850,0.0958959772450223,0.0842627106809304,0.107529243809114,0.0116332665640919,0.0899556085602597,0.075,195196.741162129,171517.168904587,218876.313419671,23679.5722575419,183105.091002451,82116.0991452991,160095.448592816,206114.733412087,23009.6424096358,71852.9965337814,92379.2017568169,10263.1026115178
"44","2020/04/10",8,"Castilla-La Mancha",13063,574,1431,109,2035505,572400,212354.655395019,211728.728524754,212982.432672877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020/04/11",8,"Castilla-La Mancha",13456,393,1483,52,2035505,593200,209162.247828578,208550.796775911,209775.491597436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020/04/12",8,"Castilla-La Mancha",13698,242,1543,60,2035505,617200,205527.95491844,204933.457471528,206124.176960343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020/04/13",8,"Castilla-La Mancha",14054,356,1626,83,2035505,650400,207415.567489265,206825.395771874,208007.42324867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020/04/14",8,"Castilla-La Mancha",14329,275,1714,88,2035505,685600,209372.871585019,208786.940339819,209960.447164025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/15",8,"Castilla-La Mancha",14680,351,1755,41,2035505,702000,207459.680316373,206881.984693774,208038.989091672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/16",8,"Castilla-La Mancha",15151,471,1796,41,2035505,718400,208016.619379988,207440.373701095,208594.465803599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020/04/17",8,"Castilla-La Mancha",15997,846,1852,56,2035505,740800,215873.016171562,215280.024850393,216467.640894192,31,5.48387096774194,64.8064516129032,4650,0.0846192135390742,0.0724491313495959,0.0967892957285525,0.0121700821894783,0.0878801843317972,0.0666666666666667,172242.832254853,147470.569107759,197015.095401947,24772.2631470941,178880.554608295,74416.311827957,153680.486116239,204080.623100351,25200.0684920563,63436.2622042396,85396.3614516744,10980.0496237174
"52","2020/04/18",8,"Castilla-La Mancha",16349,352,1913,61,2035505,765200,217747.366549784,217154.650797136,218341.700098608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020/04/19",8,"Castilla-La Mancha",16625,276,1963,50,2035505,785200,217408.941831575,216821.045056606,217998.432652075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020/04/20",8,"Castilla-La Mancha",16796,171,2021,58,2035505,808400,216805.227606818,216223.551854836,217388.468159108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020/04/21",8,"Castilla-La Mancha",17045,249,2075,54,2035505,830000,217142.830630322,216564.263037219,217722.943909935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020/04/22",8,"Castilla-La Mancha",17321,276,2140,65,2035505,856000,219384.866116436,218805.296457346,219965.970934845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020/04/23",8,"Castilla-La Mancha",17557,236,2188,48,2035505,875200,219774.159555325,219196.793739168,220353.046156891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020/04/24",8,"Castilla-La Mancha",18053,496,2255,67,2035505,902000,225670.2278095,225082.281379097,226259.710038291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020/04/25",8,"Castilla-La Mancha",18525,472,2292,37,2035505,916800,228486.950957356,227893.863868536,229081.581537909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020/04/26",8,"Castilla-La Mancha",18995,470,2330,38,2035505,932000,231456.9277053,230858.405307215,232057.001829693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
