"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"12","BR","BRMG",20869101,NA,NA,NA,NA,150,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"16","BR","BRPB",3972202,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"17","BR","BRPE",9345173,NA,NA,NA,NA,30,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"19","BR","BRPR",11163018,0.0289256198347107,0.0462857142857143,0.00413223140495868,0.00571428571428571,242,0.0462857142857143,0.0289256198347107,0.00571428571428571,0.00413223140495868,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"20","BR","BRRJ",16550024,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"24","BR","BRRS",11247972,NA,NA,NA,NA,40,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"25","BR","BRSC",6819190,0,0,0,0,180,0,0,0,0,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"27","BR","BRSP",44396484,0.0109401709401709,0.0265466641201935,0.00239316239316239,0.00532001479837218,2925,0.0265466641201935,0.0109401709401709,0.00532001479837218,0.00239316239316239,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.0045045045045045,0.000625,0,0,222,0.00395494089580765,0.00829169013650979,0.00074528444336449,0.00146722026301899,3780,0.00786640147826262,0.00398542643332157,0.00138583023343623,0.000703941828065411
